,Date,Username,Review,Likes On Reviews
0,"June 18, 2019",cham singh,This app is misleading. You can't actually purchase anything. The whole point of downloading it was to purchase items. Wasted so much time trying to figure it out which could have been used on actual puraching through the website or browser,
0,"April 28, 2019",JEI WONG,"I have tried multiple times but failed to login my existing account, somehow I managed to access my account from IKEA website instead of using the app. Please help!",
0,"November 27, 2018",PSYCHOBEVO,"Impossible to log in. Every time I try to log in, it fails, telling me my password is wrong, so I am forced to reset my password. But then even with the new password, it just continues to fail to let me log in every time. And it clearly recognizes my previous passwords, because when I try to enter my previous password whenever I reset my password, it says I can't reuse my previous passwords. If it recognizes my password when I am resetting my password, why doesn't it recognize my password when I am logging in???",7
0,"January 28, 2019",ivan flores,"horrible. if you forget your password and try to fill out the""forgot password "" info it sends you back to the top of the page BECAUSE.... it is conveniently next to the ""send code"" button. very badly created app here. dont waste your time.",1
0,"April 30, 2019",bawangbombay23,"i cant login (this is super weird..) when i open in browser, i can login easily. i even change the password tho. but still cant login in this apps.... /whyyy my advice : pls make sure twice, is this apps working or not. do not launch if not ready. its annoying. really.",
0,"January 15, 2019",Nico D.,Every time I have to log again! Why it cannot store the login? I was forced to use browser to use my listings. So I'm not forced to log again each time I have to search an item.,3
0,"February 24, 2019",Gagan Dhingra,More than half the time products are unavailable which is very frustrating. Also the cupboards and storage furniture products dont have locks. Installation teams are very unprofessional and rude. Deliveries are delaywd moat of thw time. Bathroom washbasins are sold without proper taps which ia very silly. As always nothing will be done after any feedback.,8
0,"June 25, 2019",Quantum Dot,"search stopped working for quite a while now. clear cache/data didn't help, uninstall/reinstall didn't help. epic fail.",
0,"January 24, 2019",A Google user,I get logged out instantly every single time that I log in. It gives an error message stating that my account cant be synced. I also can't shop on the mobile website either. Since I prefer to shop online I guess that I will no longer be shopping at IKEA.,1
0,"January 3, 2019",Meesha Pena,Loading is sporadic at best. App has only loaded product list maybe 3 of the 7 or 8 times I have tried it. Haven't tried it yet in store but I wonder if product list or barcode recognition would work.,12
0,"December 20, 2018",James Slinger,"Can't log in!! - I keep getting the error where its unable to synchronise with my account. Useless!! I've tried uninstalling and reinstalling, still no joy. Fix asap!",39
0,"July 17, 2019",Howard Whitaker,"Was never able to completely log in. I know what my name, I can't control if you accept it or not, but I can control the fact that I'll not be using this app!",
0,"April 25, 2019",Mirza Thamrin,Can't even login to my account. Keep on telling it have wrong email account and/or password. Which is not.,1
0,"February 4, 2019",Jexatropolis,"All I wanted to do was shop through the app instead of online. In order to do that I had to put in my local store, there isn't one, closest one to me is 100 miles away so that's pointless. make it so people can just shop without having a local store.",1
0,"May 12, 2019",Ryan Horner,Not a bad app and can be helpful to find things in store and also good for regular Ikea visitors like myself. Shows what offers are on for family members. Down side and main reason for the average rating is the app always logs you out of your account. Absolute pain as I use a very forgettable password. App should really leave you loged or allow fingerprint login.,3
